tf_date,tf_time,tf_open,tf_high,tf_close,tf_low,tf_volume,predict
2021-07-19,12:30:00,1584.2,1585.8,1585.8,1584.2,11.0,0
2021-07-19,12:45:00,1586.0,1586.0,1586.2,1585.0,9.0,0
2021-07-19,13:00:00,1586.0,1588.4,1589.6,1585.4,55.0,0
2021-07-19,13:15:00,1589.4,1586.2,1589.4,1585.6,82.0,0
2021-07-19,13:30:00,1586.6,1587.0,1587.6,1585.4,47.0,1
2021-07-19,13:45:00,1587.6,1587.8,1588.0,1587.4,11.0,0
2021-07-20,08:45:00,1576.2,1571.2,1580.0,1571.0,142.0,1
2021-07-20,09:00:00,1571.2,1572.4,1573.0,1566.4,198.0,1
2021-07-20,09:15:00,1572.4,1571.6,1573.2,1569.6,89.0,1
2021-07-20,09:30:00,1573.0,1566.2,1573.2,1565.2,122.0,1
2021-07-20,09:45:00,1566.2,1570.2,1570.2,1564.2,92.0,0
2021-07-20,10:00:00,1570.2,1570.6,1574.2,1570.0,83.0,0
2021-07-20,10:15:00,1570.0,1570.2,1571.0,1568.0,31.0,0
2021-07-20,10:30:00,1571.4,1570.4,1572.2,1569.2,15.0,0
2021-07-20,10:45:00,1570.6,1570.8,1571.8,1569.8,20.0,0
2021-07-20,11:00:00,1570.0,1570.8,1571.6,1570.0,21.0,0
2021-07-20,11:15:00,1571.0,1570.8,1571.8,1570.8,21.0,0
2021-07-20,11:30:00,1570.8,1569.0,1571.4,1568.2,24.0,0
2021-07-20,11:45:00,1568.2,1564.6,1568.4,1564.0,60.0,1
2021-07-20,12:00:00,1564.6,1564.8,1566.8,1564.2,29.0,1
2021-07-20,12:15:00,1564.4,1561.0,1565.2,1560.8,105.0,1
2021-07-20,12:30:00,1562.2,1562.8,1563.4,1561.0,36.0,0
2021-07-20,12:45:00,1562.4,1562.4,1564.2,1561.8,22.0,0
2021-07-20,13:00:00,1562.2,1562.0,1562.4,1560.8,24.0,0
2021-07-20,13:15:00,1562.0,1561.0,1562.4,1560.6,17.0,0
2021-07-20,13:30:00,1561.0,1564.2,1564.6,1560.0,58.0,0
2021-07-20,13:45:00,1564.6,1565.0,1565.0,1564.2,10.0,0
2021-07-21,08:45:00,1569.2,1573.0,1574.8,1568.0,31.0,0
2021-07-21,09:00:00,1573.4,1569.0,1574.8,1566.6,54.0,0
2021-07-21,09:15:00,1568.2,1564.8,1569.2,1563.6,78.0,1
2021-07-21,09:30:00,1564.8,1566.8,1569.8,1564.8,77.0,1
2021-07-21,09:45:00,1566.0,1567.4,1568.2,1563.8,83.0,1
2021-07-21,10:00:00,1568.6,1570.0,1570.2,1566.4,34.0,0
2021-07-21,10:15:00,1568.8,1566.2,1568.8,1565.2,21.0,0
2021-07-21,10:30:00,1567.2,1566.0,1568.0,1565.0,17.0,1
2021-07-21,10:45:00,1565.2,1565.4,1566.8,1564.4,55.0,1
2021-07-21,11:00:00,1564.8,1567.2,1568.0,1563.4,33.0,0
