mini_russell_date,mini_russell_time,mini_russell_open,mini_russell_high,mini_russell_close,mini_russell_low,mini_russell_volume,predict
2020-10-19,09:15:00,1635.6,1639.1,1641.8,1635.4,3255.0,0
2020-10-19,09:30:00,1639.3,1640.8,1641.7,1636.9,3096.0,0
2020-10-19,09:45:00,1640.9,1641.0,1641.7,1636.5,5532.0,0
2020-10-19,10:00:00,1640.9,1641.2,1643.9,1640.1,2474.0,-1
2020-10-19,10:15:00,1641.5,1637.0,1643.2,1635.1,3473.0,0
2020-10-19,10:30:00,1637.1,1637.2,1639.8,1635.6,2890.0,0
2020-10-19,10:45:00,1637.2,1637.6,1637.9,1635.1,1648.0,0
2020-10-19,11:00:00,1637.5,1636.1,1638.1,1634.5,2525.0,0
2020-10-19,11:15:00,1636.1,1635.5,1637.7,1633.9,2582.0,0
2020-10-19,11:30:00,1635.4,1635.4,1636.0,1632.5,2996.0,0
2020-10-19,11:45:00,1635.3,1634.2,1635.6,1633.2,1387.0,0
2020-10-19,12:00:00,1634.2,1635.8,1635.8,1631.6,1651.0,0
2020-10-19,12:15:00,1635.7,1633.2,1635.9,1632.1,1105.0,0
2020-10-19,12:30:00,1633.2,1630.3,1633.5,1629.4,2082.0,0
2020-10-19,12:45:00,1630.5,1628.3,1630.7,1627.6,6216.0,0
2020-10-19,13:00:00,1628.2,1627.3,1628.6,1625.2,3438.0,0
2020-10-19,13:15:00,1627.3,1629.1,1629.6,1627.1,1929.0,0
2020-10-19,13:30:00,1629.1,1620.5,1629.5,1620.2,3946.0,0
2020-10-19,13:45:00,1620.4,1616.9,1620.6,1615.9,3927.0,0
2020-10-19,14:00:00,1617.0,1615.9,1617.0,1610.8,9048.0,0
2020-10-19,14:15:00,1615.8,1614.1,1617.6,1611.0,4660.0,0
2020-10-19,14:30:00,1614.2,1615.5,1618.0,1613.3,6092.0,0
2020-10-19,14:45:00,1615.5,1610.6,1616.3,1607.6,13589.0,0
2020-10-19,15:00:00,1610.6,1611.7,1614.7,1610.3,11195.0,0
2020-10-19,15:15:00,1611.7,1611.3,1611.9,1611.0,344.0,0
2020-10-19,15:30:00,1612.8,1617.8,1617.8,1612.8,1199.0,-1
