mini_dow_date,mini_dow_time,mini_dow_open,mini_dow_high,mini_dow_low,mini_dow_close,mini_dow_volume,predict
2019-11-29,06:00:00,28095.0,28105.0,28093.0,28111.0,2033,0
2019-11-29,07:00:00,28105.0,28094.0,28086.0,28106.0,2475,0
2019-11-29,08:00:00,28094.0,28086.0,28060.0,28098.0,11671,0
2019-11-29,09:00:00,28087.0,28097.0,28084.0,28114.0,10343,0
2019-11-29,10:00:00,28097.0,28079.0,28058.0,28098.0,8568,0
2019-11-29,11:00:00,28079.0,28045.0,28042.0,28095.0,8893,0
2019-11-29,12:00:00,28046.0,28065.0,28046.0,28088.0,5557,0
2019-12-01,17:00:00,28082.0,28110.0,28079.0,28111.0,2147,0
2019-12-01,18:00:00,28111.0,28150.0,28106.0,28163.0,4150,0
2019-12-01,19:00:00,28152.0,28149.0,28141.0,28162.0,1855,0
2019-12-01,20:00:00,28149.0,28153.0,28147.0,28166.0,1291,0
2019-12-01,21:00:00,28152.0,28167.0,28152.0,28167.0,930,0
2019-12-01,22:00:00,28166.0,28157.0,28155.0,28169.0,872,0
2019-12-01,23:00:00,28156.0,28155.0,28148.0,28160.0,913,0
2019-12-02,00:00:00,28156.0,28148.0,28145.0,28157.0,931,0
2019-12-02,01:00:00,28147.0,28140.0,28134.0,28149.0,1920,0
2019-12-02,02:00:00,28139.0,28187.0,28133.0,28197.0,6283,0
2019-12-02,03:00:00,28186.0,28175.0,28170.0,28193.0,2901,0
2019-12-02,04:00:00,28176.0,28183.0,28174.0,28193.0,2138,0
2019-12-02,05:00:00,28183.0,28122.0,28105.0,28184.0,6330,0
2019-12-02,06:00:00,28121.0,28119.0,28104.0,28127.0,3635,0
2019-12-02,07:00:00,28119.0,28101.0,28075.0,28119.0,6637,0
2019-12-02,08:00:00,28100.0,28004.0,28001.0,28106.0,27188,0
2019-12-02,09:00:00,28004.0,27839.0,27823.0,28005.0,54602,0
2019-12-02,10:00:00,27838.0,27838.0,27787.0,27852.0,29009,0
2019-12-02,11:00:00,27839.0,27808.0,27790.0,27866.0,18126,0
2019-12-02,12:00:00,27807.0,27840.0,27797.0,27848.0,11046,0
2019-12-02,13:00:00,27840.0,27853.0,27835.0,27873.0,9776,0
2019-12-02,14:00:00,27854.0,27783.0,27782.0,27856.0,22895,0
2019-12-02,15:00:00,27783.0,27775.0,27772.0,27804.0,8269,0
2019-12-02,16:00:00,27774.0,27774.0,27772.0,27775.0,51,0
2019-12-02,17:00:00,27788.0,27771.0,27740.0,27792.0,3394,0
2019-12-02,18:00:00,27772.0,27803.0,27747.0,27813.0,3450,0
2019-12-02,19:00:00,27803.0,27801.0,27774.0,27820.0,3271,0
2019-12-02,20:00:00,27802.0,27810.0,27796.0,27821.0,1810,0
2019-12-02,21:00:00,27809.0,27833.0,27808.0,27847.0,2446,0
2019-12-02,22:00:00,27834.0,27833.0,27828.0,27842.0,815,0
2019-12-02,23:00:00,27834.0,27837.0,27822.0,27843.0,1251,0
2019-12-03,00:00:00,27837.0,27826.0,27814.0,27839.0,998,0
2019-12-03,01:00:00,27826.0,27806.0,27802.0,27839.0,1816,0
2019-12-03,02:00:00,27807.0,27823.0,27798.0,27834.0,4413,0
2019-12-03,03:00:00,27823.0,27811.0,27791.0,27838.0,3492,0
